Stock Ticker,Market Cap,Stock Price,Sector,Industry
NBTB,2172126813.36,41.59,N/A,NATIONAL COMMERCIAL BANKS
SEZL,2167868149.4500003,65.15,N/A,"SERVICES-BUSINESS SERVICES, NEC"
FRME,2167281749.6,37.5,N/A,NATIONAL COMMERCIAL BANKS
HRMY,2155255716.36,37.38,N/A,PHARMACEUTICAL PREPARATIONS
BELFB,2147611301.69,172.78,N/A,"ELECTRONIC COILS, TRANSFORMERS & OTHER INDUCTORS"
RUM,2142930634.96,6.37,N/A,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
BANR,2135824373.8,62.47,N/A,STATE COMMERCIAL BANKS
CECO,2133115705.3500001,59.79,N/A,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFING EQUIP
RXRX,2128669968.4499998,4.2,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
ESTA,2117737419.84,68.84,N/A,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES"
AVDL,2114941523.9,21.52,N/A,PHARMACEUTICAL PREPARATIONS
OSW,2114492381.9399998,20.64,N/A,SERVICES-MEMBERSHIP SPORTS & RECREATION CLUBS
SONO,2111425831.56,17.49,N/A,HOUSEHOLD AUDIO & VIDEO EQUIPMENT
FBNC,2106024059.9099998,50.91,N/A,STATE COMMERCIAL BANKS
BUSE,2103251132.97,23.9,N/A,STATE COMMERCIAL BANKS
AUPH,2102856916.05,15.35,N/A,PHARMACEUTICAL PREPARATIONS
MQ,2090471423.25,4.64,N/A,SERVICES-PREPACKAGED SOFTWARE
SKWD,2069309225.15,48.62,N/A,"FIRE, MARINE & CASUALTY INSURANCE"
TXG,2064080261.81,16.62,N/A,LABORATORY ANALYTICAL INSTRUMENTS
RNW,2057716541.7,5.86,N/A,
EYE,2047772787.56,25.95,N/A,OPHTHALMIC GOODS
PTRN,2033635611.4199998,11.5,N/A,RETAIL-CATALOG & MAIL-ORDER HOUSES
OMCL,2032906446.6,45.14,N/A,ELECTRONIC COMPUTERS
OLMA,2003998075.0,25.28,N/A,PHARMACEUTICAL PREPARATIONS
PAYO,2003194508.48,5.44,N/A,"SERVICES-BUSINESS SERVICES, NEC"
CENT,2000828115.3999999,31.95,N/A,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS
EFSC,1998589086.0,54.05,N/A,STATE COMMERCIAL BANKS
SGRY,1998330485.55,15.26,N/A,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC"
MAZE,1993588564.92,39.77,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
WLTH,1987792298.91,13.22,N/A,
ZYME,1985011274.9399998,26.62,N/A,PHARMACEUTICAL PREPARATIONS
ADUS,1984918472.69,106.58,N/A,SERVICES-HOME HEALTH CARE SERVICES
TRMD,1984094403.06,19.79,N/A,
KDK,1978784720.64,10.83,N/A,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
ATRC,1966804045.2800002,39.27,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
POWI,1966647197.48,37.3,N/A,SEMICONDUCTORS & RELATED DEVICES
PENN,1965437087.0,14.85,N/A,HOTELS & MOTELS
NTCT,1953560791.3799999,26.85,N/A,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
IBRX,1950231054.42,2.02,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
ZBIO,1949090517.46,34.5,N/A,PHARMACEUTICAL PREPARATIONS
QDEL,1940124782.3999999,28.78,N/A,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
TWST,1939615384.72,32.39,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
LUNR,1936560094.32,17.88,N/A,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS"
ATRO,1932523523.04,56.61,N/A,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC"
HYMC,1932111172.0,24.4,N/A,GOLD AND SILVER ORES
NRIX,1922974387.9499998,18.06,N/A,PHARMACEUTICAL PREPARATIONS
BELFA,1921873463.4,152.89,N/A,"ELECTRONIC COILS, TRANSFORMERS & OTHER INDUCTORS"
SYBT,1914301097.1000001,65.2,N/A,STATE COMMERCIAL BANKS
SMPL,1907583413.9199998,19.56,N/A,FOOD AND KINDRED PRODUCTS
LASR,1904983122.57,38.37,N/A,SEMICONDUCTORS & RELATED DEVICES
IOSP,1896476126.2800002,76.28,N/A,CHEMICALS & ALLIED PRODUCTS
PLAB,1890068512.0,33.41,N/A,SEMICONDUCTORS & RELATED DEVICES
ADEA,1889050794.75,17.58,N/A,CABLE & OTHER PAY TELEVISION SERVICES
PRDO,1886578221.08,29.1,N/A,SERVICES-EDUCATIONAL SERVICES
STRA,1883626763.6000001,78.58,N/A,SERVICES-EDUCATIONAL SERVICES
NYAX,1869071452.6000001,51.95,N/A,
KALU,1861450449.3,120.3,N/A,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS
PRGS,1843309336.08,41.07,N/A,SERVICES-PREPACKAGED SOFTWARE
REAL,1841255325.6599998,15.8,N/A,RETAIL-MISCELLANEOUS RETAIL
LMAT,1839834113.3999999,80.17,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
SION,1836028338.32,39.21,N/A,PHARMACEUTICAL PREPARATIONS
GSHD,1834539085.65,70.16,N/A,"INSURANCE AGENTS, BROKERS & SERVICE"
SNDX,1826080746.38,21.3,N/A,PHARMACEUTICAL PREPARATIONS
DRH,1825180510.7200003,9.12,N/A,REAL ESTATE INVESTMENT TRUSTS
MCW,1821280142.76,5.56,N/A,"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING"
VCEL,1821170676.26,35.61,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
IRDM,1820479987.9199998,17.76,N/A,"COMMUNICATIONS SERVICES, NEC"
CENTA,1816615013.64,28.96,N/A,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS
HROW,1814835197.0,49.91,N/A,PHARMACEUTICAL PREPARATIONS
STOK,1812898341.0,30.9,N/A,PHARMACEUTICAL PREPARATIONS
DVAX,1805996007.8400002,15.38,N/A,PHARMACEUTICAL PREPARATIONS
CLDX,1804767632.36,27.01,N/A,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
PHVS,1802624848.5,26.48,N/A,
ANDE,1799226169.91,53.05,N/A,WHOLESALE-FARM PRODUCT RAW MATERIALS
WERN,1795507813.17,30.61,N/A,TRUCKING (NO LOCAL)
ANIP,1772847781.9199998,78.43,N/A,PHARMACEUTICAL PREPARATIONS
DNTH,1766920578.15,39.68,N/A,PHARMACEUTICAL PREPARATIONS
LZ,1760293661.94,9.59,N/A,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
SBET,1758437127.54,9.69,N/A,SERVICES-PREPACKAGED SOFTWARE
PRCT,1757940409.94,30.76,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
HTO,1754091310.1100001,49.25,N/A,WATER SUPPLY
NWBI,1753199652.0,11.98,N/A,NATIONAL COMMERCIAL BANKS
LMRI,1749464562.0,17.55,N/A,
HBNB,1749118413.06,7.3,N/A,
JJSF,1748041188.46,90.52,N/A,COOKIES & CRACKERS
MCRI,1746552848.7,96.04,N/A,HOTELS & MOTELS
JAMF,1744157418.3,13.0,N/A,SERVICES-PREPACKAGED SOFTWARE
MNKD,1741088493.27,5.6,N/A,PHARMACEUTICAL PREPARATIONS
CCB,1732745527.17,113.3,N/A,STATE COMMERCIAL BANKS
FLYW,1729317357.1200001,13.9,N/A,"SERVICES-BUSINESS SERVICES, NEC"
SEDG,1725231471.3500001,31.36,N/A,SEMICONDUCTORS & RELATED DEVICES
CLMT,1723808358.27,19.55,N/A,PETROLEUM REFINING
DXPE,1721429249.1000001,107.72,N/A,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT
BWIN,1721361631.77,23.78,N/A,"INSURANCE AGENTS, BROKERS & SERVICE"
VECO,1719444535.8,30.54,N/A,"SPECIAL INDUSTRY MACHINERY, NEC"
CHCO,1717511199.2,119.89,N/A,NATIONAL COMMERCIAL BANKS
UFPT,1712393941.32,223.4,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
HLMN,1708528265.08,8.71,N/A,"CUTLERY, HANDTOOLS & GENERAL HARDWARE"
KOD,1706914046.88,26.02,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
AVAH,1706805999.11,8.08,N/A,SERVICES-HOME HEALTH CARE SERVICES
WBTN,1703876758.28,13.21,N/A,MISCELLANEOUS PUBLISHING
TRIP,1702185415.8400002,14.64,N/A,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
TIGR,1700382526.3600001,10.44,N/A,
MAAS,1690995722.4,5.825,N/A,
PGY,1680275146.0,22.28,N/A,FINANCE SERVICES
UNIT,1675644638.25,6.83,N/A,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)
ARCB,1670092647.99,77.17,N/A,TRUCKING (NO LOCAL)
USAR,1656224875.9,14.15,N/A,METAL MINING
JBLU,1654883776.0,4.59,N/A,"AIR TRANSPORTATION, SCHEDULED"
NVTS,1645742739.48,8.38,N/A,SEMICONDUCTORS & RELATED DEVICES
BCRX,1643764675.8,7.5,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
CMPR,1642894096.5600002,65.66,N/A,COMMERCIAL PRINTING
TILE,1630266026.64,28.42,N/A,CARPETS & RUGS
DGII,1627242182.28,43.16,N/A,COMPUTER COMMUNICATIONS EQUIPMENT
INOD,1623315453.45,52.99,N/A,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
CLBK,1621029490.08,15.42,N/A,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
TRUP,1614315388.6799998,37.2,N/A,HOSPITAL & MEDICAL SERVICE PLANS
TRVI,1605441277.6799998,11.89,N/A,PHARMACEUTICAL PREPARATIONS
HTZ,1601587531.6999998,5.22,N/A,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS)
ALVO,1598513920.02,5.0,N/A,
FTRE,1593900000.0,16.81,N/A,SERVICES-MEDICAL LABORATORIES
CSIQ,1591930287.42,25.41,N/A,
AGIO,1587301962.6399999,27.18,N/A,PHARMACEUTICAL PREPARATIONS
CASH,1586069426.0,71.87,N/A,NATIONAL COMMERCIAL BANKS
WEN,1585530375.73,8.17,N/A,RETAIL-EATING & DRINKING PLACES
ARHS,1581321969.5200002,11.36,N/A,RETAIL-FURNITURE STORES
NESR,1578179705.94,15.79,N/A,"OIL & GAS FIELD SERVICES, NEC"
ENVX,1577614989.24,7.89,N/A,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES"
ABTC,1576928489.8,1.78,N/A,FINANCE SERVICES
ICFI,1572584999.6,85.31,N/A,SERVICES-MANAGEMENT CONSULTING SERVICES
CAPR,1569963278.52,28.31,N/A,PHARMACEUTICAL PREPARATIONS
FIVN,1568231842.6000001,18.81,N/A,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
MBIN,1562987446.2800002,33.18,N/A,STATE COMMERCIAL BANKS
ALGT,1561598454.98,88.01,N/A,"AIR TRANSPORTATION, SCHEDULED"
NWL,1559424000.0,3.72,N/A,"PLASTICS PRODUCTS, NEC"
AMPL,1548085894.92,10.93,N/A,SERVICES-PREPACKAGED SOFTWARE
PCT,1547903740.6,8.95,N/A,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS"
KMTS,1547416885.56,24.39,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
TCBK,1540076765.76,47.15,N/A,STATE COMMERCIAL BANKS
AZTA,1529613364.28,33.39,N/A,"SPECIAL INDUSTRY MACHINERY, NEC"
WLDN,1528972768.12,106.66,N/A,SERVICES-ENGINEERING SERVICES
SRCE,1526924652.96,62.46,N/A,STATE COMMERCIAL BANKS
MXL,1522908496.62,18.51,N/A,SEMICONDUCTORS & RELATED DEVICES
NEO,1521600539.76,11.76,N/A,SERVICES-TESTING LABORATORIES
FSLY,1520892000.0,10.19,N/A,SERVICES-PREPACKAGED SOFTWARE
NEOG,1518917395.74,7.0,N/A,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
PAHC,1514335594.8799999,37.3,N/A,PHARMACEUTICAL PREPARATIONS
EYPT,1512522509.3999999,17.48,N/A,LABORATORY ANALYTICAL INSTRUMENTS
AXGN,1509582518.9699998,31.0,N/A,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
TSHA,1506556551.5,5.25,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
STBA,1504055375.0,39.24,N/A,STATE COMMERCIAL BANKS
INVA,1494633549.3799999,19.87,N/A,PHARMACEUTICAL PREPARATIONS
LILAK,1493476214.64,7.32,N/A,CABLE & OTHER PAY TELEVISION SERVICES
GLIBK,1492207066.73,36.12,N/A,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)
QURE,1490639495.59,23.39,N/A,PHARMACEUTICAL PREPARATIONS
BLBD,1490603073.0,46.76,N/A,TRUCK & BUS BODIES
TNDM,1490295850.82,21.55,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
NSSC,1487202310.8000002,41.38,N/A,"COMMUNICATIONS EQUIPMENT, NEC"
ATAI,1485547722.18,3.87,N/A,PHARMACEUTICAL PREPARATIONS
PLTK,1485420516.65,3.98,N/A,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
LILA,1479462362.76,7.26,N/A,CABLE & OTHER PAY TELEVISION SERVICES
PGEN,1478986405.82,4.28,N/A,PHARMACEUTICAL PREPARATIONS
GLIBA,1478572280.31,35.86,N/A,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)
SGML,1469154683.01,14.21,N/A,
GABC,1468928606.46,38.88,N/A,STATE COMMERCIAL BANKS
ORKA,1467283821.9199998,28.27,N/A,PHARMACEUTICAL PREPARATIONS
UPB,1467147745.6499999,27.07,N/A,PHARMACEUTICAL PREPARATIONS
RLAY,1466307377.1000001,8.18,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
COLL,1463588188.8,45.53,N/A,PHARMACEUTICAL PREPARATIONS
ROCK,1460589209.28,50.14,N/A,"STEEL WORKS, BLAST FURNACES & ROLLING & FINISHING MILLS"
CNXN,1458164138.24,56.88,N/A,RETAIL-CATALOG & MAIL-ORDER HOUSES
LKFN,1456669447.92,56.46,N/A,STATE COMMERCIAL BANKS
GCT,1455588904.32,38.76,N/A,RETAIL-CATALOG & MAIL-ORDER HOUSES
NVCR,1447927014.33,13.12,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
RAPP,1446038926.92,28.11,N/A,PHARMACEUTICAL PREPARATIONS
WINA,1442450946.9,401.59,N/A,RETAIL-MISCELLANEOUS RETAIL
TRS,1440889036.95,36.29,N/A,METAL FORGINGS & STAMPINGS
EXPI,1437472352.2,9.1,N/A,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS)
VITL,1430098168.8,29.82,N/A,FOOD AND KINDRED PRODUCTS
SHLS,1422801553.0,9.09,N/A,SEMICONDUCTORS & RELATED DEVICES
OXLC,1421675525.76,15.05,N/A,
ARDX,1416540203.98,6.15,N/A,PHARMACEUTICAL PREPARATIONS
MBX,1416218605.08,30.55,N/A,PHARMACEUTICAL PREPARATIONS
ARRY,1408334411.74,9.68,N/A,MISCELLANEOUS MANUFACTURING INDUSTRIES
IMTX,1407670204.5,10.45,N/A,
KARO,1405645150.0,44.67,N/A,
BITF,1405120192.1000001,2.6,N/A,
HOPE,1404921124.64,10.98,N/A,NATIONAL COMMERCIAL BANKS
CERT,1403198363.27,8.74,N/A,SERVICES-PREPACKAGED SOFTWARE
TYRA,1403152456.4199998,26.79,N/A,PHARMACEUTICAL PREPARATIONS
QCRH,1402659794.8999999,82.14,N/A,STATE COMMERCIAL BANKS
AFYA,1397651788.15,14.95,N/A,
NEXT,1395503420.1599998,5.38,N/A,NATURAL GAS TRANSMISSION & DISTRIBUTION
ZD,1388596250.8,33.99,N/A,TELEGRAPH & OTHER MESSAGE COMMUNICATIONS
XPEL,1381438975.9099998,50.24,N/A,"COATING, ENGRAVING & ALLIED SERVICES"
AMSC,1370041134.18,31.58,N/A,MOTORS & GENERATORS
AHCO,1348826366.64,9.67,N/A,SERVICES-HOME HEALTH CARE SERVICES
RBCAA,1347882949.33,68.01,N/A,STATE COMMERCIAL BANKS
HCSG,1347109332.0800002,17.35,N/A,SERVICES-NURSING & PERSONAL CARE FACILITIES
ANAB,1342337025.6,44.95,N/A,PHARMACEUTICAL PREPARATIONS
BBNX,1341430506.57,29.25,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
TBLA,1328709717.26,4.43,N/A,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
AMLX,1326620393.52,11.42,N/A,PHARMACEUTICAL PREPARATIONS
DCOM,1320780841.05,29.87,N/A,NATIONAL COMMERCIAL BANKS
NNNN,1319808384.0,29.48,N/A,
MNMD,1319039245.81,13.64,N/A,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS
CNOB,1318160393.58,26.12,N/A,STATE COMMERCIAL BANKS
SDGR,1317124889.6399999,17.98,N/A,PHARMACEUTICAL PREPARATIONS
CRAI,1317013172.09,200.52,N/A,SERVICES-LEGAL SERVICES
PSIX,1316558740.2,61.53,N/A,ENGINES & TURBINES
XERS,1302505668.6499999,7.35,N/A,PHARMACEUTICAL PREPARATIONS
JCAP,1302209166.82,22.11,N/A,SHORT-TERM BUSINESS CREDIT INSTITUTIONS
IMKTA,1302064474.8,69.67,N/A,RETAIL-GROCERY STORES
OUST,1298512939.16,23.37,N/A,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC"
ACET,1290411992.02,8.82,N/A,PHARMACEUTICAL PREPARATIONS
ACHC,1283404063.59,14.29,N/A,"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC"
CSWC,1272894005.6999998,22.29,N/A,
NAVI,1267587165.0,12.78,N/A,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES"
DSGR,1266179003.76,28.04,N/A,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES"
MGIC,1264307103.75,26.05,N/A,
PZZA,1262064621.8400002,40.3,N/A,RETAIL-EATING PLACES
MLKN,1252450068.72,18.26,N/A,OFFICE FURNITURE
EVLV,1250261937.24,6.7,N/A,"COMPUTER PERIPHERAL EQUIPMENT, NEC"
SEPN,1248304472.96,27.98,N/A,PHARMACEUTICAL PREPARATIONS
ASTH,1244360758.53,25.22,N/A,SERVICES-MANAGEMENT CONSULTING SERVICES
PVLA,1238925408.3,100.28,N/A,PHARMACEUTICAL PREPARATIONS
IRMD,1237514055.68,95.5,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
CCEC,1233048060.14,20.41,N/A,
STGW,1232858218.05,4.73,N/A,SERVICES-ADVERTISING AGENCIES
PHAR,1231048120.0800002,17.14,N/A,
AMPH,1230599219.72,26.46,N/A,PHARMACEUTICAL PREPARATIONS
SVRA,1226911105.3500001,5.64,N/A,PHARMACEUTICAL PREPARATIONS
GIII,1221801751.52,29.51,N/A,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL
PSEC,1219659464.1,2.61,N/A,
OMER,1217715383.325,16.38,N/A,PHARMACEUTICAL PREPARATIONS
CLOV,1214193429.25,2.41,N/A,HOSPITAL & MEDICAL SERVICE PLANS
ECPG,1212204790.6000001,55.91,N/A,SHORT-TERM BUSINESS CREDIT INSTITUTIONS
NNE,1211887798.94,27.61,N/A,ELECTRIC SERVICES
BFC,1198101283.6599998,120.63,N/A,NATIONAL COMMERCIAL BANKS
TNGX,1193239052.84,8.93,N/A,PHARMACEUTICAL PREPARATIONS
WABC,1192547829.33,47.83,N/A,NATIONAL COMMERCIAL BANKS
METC,1190854620.0,18.71,N/A,BITUMINOUS COAL & LIGNITE MINING
EZPW,1182515299.24,20.06,N/A,RETAIL-MISCELLANEOUS RETAIL
PHAT,1180186719.6,15.71,N/A,PHARMACEUTICAL PREPARATIONS
GEMI,1167124882.56,10.36,N/A,COMMODITY CONTRACTS BROKERS & DEALERS
BLFS,1164219752.28,23.89,N/A,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
NUTX,1164178811.92,148.19,N/A,"SERVICES-BUSINESS SERVICES, NEC"
SAFT,1160395747.1399999,75.71,N/A,"FIRE, MARINE & CASUALTY INSURANCE"
OCS,1154403972.73,20.0,N/A,
PWP,1153786720.2,17.55,N/A,FINANCE SERVICES
PFBC,1151801898.45,95.94,N/A,
SPRY,1151586318.15,11.49,N/A,PHARMACEUTICAL PREPARATIONS
UCTT,1149654939.04,27.32,N/A,SEMICONDUCTORS & RELATED DEVICES
INBX,1148955302.0,75.04,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
STAA,1139859854.77,23.6,N/A,OPHTHALMIC GOODS
CSTL,1135438835.1,38.54,N/A,SERVICES-MEDICAL LABORATORIES
PDFS,1127304720.27,29.55,N/A,SERVICES-PREPACKAGED SOFTWARE
OCSL,1122209563.02,12.72,N/A,
ROOT,1120212253.03,70.9,N/A,"FIRE, MARINE & CASUALTY INSURANCE"
PCRX,1113390597.0,24.46,N/A,PHARMACEUTICAL PREPARATIONS
THRM,1110199632.76,36.83,N/A,MOTOR VEHICLE PARTS & ACCESSORIES
HLIT,1109985180.98,10.02,N/A,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT
TRIN,1108761150.75,15.05,N/A,
SSII,1099768126.32,5.65,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
URGN,1096264250.64,22.71,N/A,PHARMACEUTICAL PREPARATIONS
XNCR,1093294280.39,14.92,N/A,PHARMACEUTICAL PREPARATIONS
NVAX,1091993246.3999999,7.13,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
COHU,1086537197.59,24.61,N/A,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS
SANA,1084110108.4,4.19,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
IOVA,1083722558.1,2.52,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
IGIC,1083340661.65,25.03,N/A,
ELE,1082178478.21,15.79,N/A,
DMLP,1078991862.0,23.25,N/A,CRUDE PETROLEUM & NATURAL GAS
ULCC,1074961232.31,4.57,N/A,"AIR TRANSPORTATION, SCHEDULED"
PEBO,1072159978.89,30.16,N/A,STATE COMMERCIAL BANKS
MFIC,1067393435.68,11.46,N/A,
SBGI,1066158881.1,15.22,N/A,TELEVISION BROADCASTING STATIONS
TASK,1066023751.5899999,11.42,N/A,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
NEGG,1064258524.8,52.29,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
CCOI,1059052188.04,20.62,N/A,"COMMUNICATIONS SERVICES, NEC"
ERAS,1055407914.6,3.59,N/A,PHARMACEUTICAL PREPARATIONS
FSUN,1049256686.9849999,37.81,N/A,NATIONAL COMMERCIAL BANKS
CRCT,1048138314.3000001,4.83,N/A,"SPECIAL INDUSTRY MACHINERY, NEC"
TLRY,1047479999.9999999,9.72,N/A,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS
RDWR,1046333780.58,23.78,N/A,
NTLA,1041311034.74,9.21,N/A,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
WSHP,1039649885.0,100.0,N/A,
OCFC,1030128672.8,17.84,N/A,NATIONAL COMMERCIAL BANKS
PENG,1028076670.92,20.28,N/A,SEMICONDUCTORS & RELATED DEVICES
OSBC,1027049868.0,19.48,N/A,STATE COMMERCIAL BANKS
ABCL,1023725864.16,3.43,N/A,PHARMACEUTICAL PREPARATIONS
CTBI,1023545355.5,56.415,N/A,STATE COMMERCIAL BANKS
GLUE,1021046492.48,15.31,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
ALMS,1018879613.28,8.955,N/A,PHARMACEUTICAL PREPARATIONS
CVAC,1017780825.4799999,4.67,N/A,
UPBD,1016824636.3599999,17.35,N/A,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC"
ATLC,1013725433.5,66.35,N/A,PERSONAL CREDIT INSTITUTIONS
PLPC,1013265754.4100001,211.93,N/A,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION"
CRON,1007009292.2099999,2.7,N/A,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS
MDXG,1002651616.43,6.48,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
BBOT,1001458361.24,12.29,N/A,PHARMACEUTICAL PREPARATIONS
RPD,995307795.1999999,14.27,N/A,SERVICES-PREPACKAGED SOFTWARE
LGIH,991478136.0,41.71,N/A,OPERATIVE BUILDERS
GO,991186023.0,10.17,N/A,RETAIL-GROCERY STORES
ASTE,990981432.12,44.63,N/A,CONSTRUCTION MACHINERY & EQUIP
NRDS,985264266.5,12.93,N/A,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
AEBI,978373580.25,12.59,N/A,CONSTRUCTION MACHINERY & EQUIP
PNTG,973813218.0,27.83,N/A,SERVICES-HEALTH SERVICES
EVER,970809867.0,25.43,N/A,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
CDNA,968990918.76,19.14,N/A,SERVICES-MEDICAL LABORATORIES
IART,967420018.62,12.01,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
OPK,967303612.8,1.27,N/A,PHARMACEUTICAL PREPARATIONS
DAKT,963744342.09,19.84,N/A,MISCELLANEOUS MANUFACTURING INDUSTRIES
PRCH,962040452.8900001,9.22,N/A,SERVICES-PREPACKAGED SOFTWARE
AMAL,958860329.6,31.94,N/A,STATE COMMERCIAL BANKS
DAWN,956935678.64,8.85,N/A,PHARMACEUTICAL PREPARATIONS
CMPX,955119487.74,5.17,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
NMFC,950065028.5200001,9.22,N/A,
TBPH,948081184.01,18.15,N/A,PHARMACEUTICAL PREPARATIONS
RCAT,946613132.27,9.16,N/A,SERVICES-PREPACKAGED SOFTWARE
MFI,938765592.2599999,18.45,N/A,
RAPT,938567200.77,31.85,N/A,PHARMACEUTICAL PREPARATIONS
BHRB,936427330.44,61.77,N/A,NATIONAL COMMERCIAL BANKS
FMBH,936142506.0,38.63,N/A,STATE COMMERCIAL BANKS
MLTX,933768745.18,11.95,N/A,PHARMACEUTICAL PREPARATIONS
UVSP,932294843.62,32.28,N/A,STATE COMMERCIAL BANKS
PLSE,930448845.94,13.39,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
LQDT,928691337.77,29.59,N/A,"SERVICES-BUSINESS SERVICES, NEC"
INMD,928542442.88,14.8,N/A,
BBSI,927867598.83,36.39,N/A,SERVICES-HELP SUPPLY SERVICES
MRTN,927702425.12,11.45,N/A,TRUCKING (NO LOCAL)
UFCS,927445859.1500001,35.58,N/A,"FIRE, MARINE & CASUALTY INSURANCE"
CDNL,926857193.34,22.62,N/A,
ABUS,925078521.77,4.77,N/A,PHARMACEUTICAL PREPARATIONS
MSEX,924592833.98,50.27,N/A,WATER SUPPLY
